attribute_id,attribute_name,attribute_question,group_id,active,attribute_tooltip
0500,"{""fi"":""Osastoiva liikenne"",""sv"":""[Svenska]Osastoiva liikenne"",""en"":""[English]Osastoiva liikenne""}","{""fi"":""Onko rakennuksessa osastoivaa liikennettä?"",""sv"":""[Svenska]Onko rakennuksessa osastoivaa liikennettä?"",""en"":""[English]Onko rakennuksessa osastoivaa liikennettä?""}",,True,"{""fi"":""Osastoiva liikenne on yleisnimitys rakennuksesta hätäpoistumistilanteessa käytettäville tiloille. Osastoivat liikennetilat ovat yleensä porrashuoneita, porrasauloja ja osastoivia käytäviä."",""sv"":""[Svenska]Osastoiva liikenne on yleisnimitys rakennuksesta hätäpoistumistilanteessa käytettäville tiloille. Osastoivat liikennetilat ovat yleensä porrashuoneita, porrasauloja ja osastoivia käytäviä."",""en"":""[English]Osastoiva liikenne on yleisnimitys rakennuksesta hätäpoistumistilanteessa käytettäville tiloille. Osastoivat liikennetilat ovat yleensä porrashuoneita, porrasauloja ja osastoivia käytäviä.""}"
0501,"{""fi"":""Porrasaula"",""sv"":""[Svenska]Porrasaula"",""en"":""[English]Porrasaula""}","{""fi"":""Onko rakennuksessa porrasaula?"",""sv"":""[Svenska]Onko rakennuksessa porrasaula?"",""en"":""[English]Onko rakennuksessa porrasaula?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0502,"{""fi"":""Porrashuone"",""sv"":""[Svenska]Porrashuone"",""en"":""[English]Porrashuone""}","{""fi"":""Onko rakennuksessa porrashuone?"",""sv"":""[Svenska]Onko rakennuksessa porrashuone?"",""en"":""[English]Onko rakennuksessa porrashuone?""}",,True,"{""fi"":""Portaiden ja porrastasanteiden muodostama rakennuksen tila, joka muodostaa kulkuyhteyden eri kerroksissa oleviin huoneistoihin. "",""sv"":""[Svenska]Portaiden ja porrastasanteiden muodostama rakennuksen tila, joka muodostaa kulkuyhteyden eri kerroksissa oleviin huoneistoihin. "",""en"":""[English]Portaiden ja porrastasanteiden muodostama rakennuksen tila, joka muodostaa kulkuyhteyden eri kerroksissa oleviin huoneistoihin. ""}"
0600,"{""fi"":""Palveluasuminen"",""sv"":""[Svenska]Palveluasuminen"",""en"":""[English]Palveluasuminen""}","{""fi"":""Onko rakennuksessa palveluasumisen tiloja?"",""sv"":""[Svenska]Onko rakennuksessa palveluasumisen tiloja?"",""en"":""[English]Onko rakennuksessa palveluasumisen tiloja?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
0601,"{""fi"":""WC-pesuhuone, esteetön"",""sv"":""[Svenska]WC-pesuhuone, esteetön"",""en"":""[English]WC-pesuhuone, esteetön""}","{""fi"":""Onko rakennuksessa esteetön WC-pesuhuone"",""sv"":""[Svenska]Onko rakennuksessa esteetön WC-pesuhuone"",""en"":""[English]Onko rakennuksessa esteetön WC-pesuhuone""}",1,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0700,"{""fi"":""Tietotyö"",""sv"":""[Svenska]Tietotyö"",""en"":""[English]Tietotyö""}","{""fi"":""Onko rakennuksessa tietotyöhön liittyviä tiloja?"",""sv"":""[Svenska]Onko rakennuksessa tietotyöhön liittyviä tiloja?"",""en"":""[English]Onko rakennuksessa tietotyöhön liittyviä tiloja?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
0701,"{""fi"":""Keskittymistila"",""sv"":""[Svenska]Keskittymistila"",""en"":""[English]Keskittymistila""}","{""fi"":""Onko rakennuksessa keskittymistila?"",""sv"":""[Svenska]Onko rakennuksessa keskittymistila?"",""en"":""[English]Onko rakennuksessa keskittymistila?""}",8,True,"{""fi"":""Keskittymistilalla tarkoitetaan tyypillisesti avo- tai monitilatoimistoon liittyvää suljettua yhteiskäyttöistä toimistotilaa, esim. vetäytymistila."",""sv"":""[Svenska]Keskittymistilalla tarkoitetaan tyypillisesti avo- tai monitilatoimistoon liittyvää suljettua yhteiskäyttöistä toimistotilaa, esim. vetäytymistila."",""en"":""[English]Keskittymistilalla tarkoitetaan tyypillisesti avo- tai monitilatoimistoon liittyvää suljettua yhteiskäyttöistä toimistotilaa, esim. vetäytymistila.""}"
0702,"{""fi"":""Työpistealue"",""sv"":""[Svenska]Työpistealue"",""en"":""[English]Työpistealue""}","{""fi"":""Onko rakennuksessa työpistealue?"",""sv"":""[Svenska]Onko rakennuksessa työpistealue?"",""en"":""[English]Onko rakennuksessa työpistealue?""}",8,True,"{""fi"":""Avoin tietotyöpisteiden alue, esim. avotoimisto, avokonttori, maisematila."",""sv"":""[Svenska]Avoin tietotyöpisteiden alue, esim. avotoimisto, avokonttori, maisematila."",""en"":""[English]Avoin tietotyöpisteiden alue, esim. avotoimisto, avokonttori, maisematila.""}"
0703,"{""fi"":""Toimistotila"",""sv"":""[Svenska]Toimistotila"",""en"":""[English]Toimistotila""}","{""fi"":""Onko rakennuksessa toimistotyöskentelyn tiloja?"",""sv"":""[Svenska]Onko rakennuksessa toimistotyöskentelyn tiloja?"",""en"":""[English]Onko rakennuksessa toimistotyöskentelyn tiloja?""}",8,True,"{""fi"":""Toimistotila, -huone tai -alue."",""sv"":""[Svenska]Toimistotila, -huone tai -alue."",""en"":""[English]Toimistotila, -huone tai -alue.""}"
0704,"{""fi"":""Neuvottelutila"",""sv"":""[Svenska]Neuvottelutila"",""en"":""[English]Neuvottelutila""}","{""fi"":""Onko rakennuksessa neuvottelualue tai -tila?"",""sv"":""[Svenska]Onko rakennuksessa neuvottelualue tai -tila?"",""en"":""[English]Onko rakennuksessa neuvottelualue tai -tila?""}",8,True,"{""fi"":""Neuvottelutila tai -alue."",""sv"":""[Svenska]Neuvottelutila tai -alue."",""en"":""[English]Neuvottelutila tai -alue.""}"
0705,"{""fi"":""Valvomo"",""sv"":""[Svenska]Valvomo"",""en"":""[English]Valvomo""}","{""fi"":""Onko rakennuksessa valvomo?"",""sv"":""[Svenska]Onko rakennuksessa valvomo?"",""en"":""[English]Onko rakennuksessa valvomo?""}",,True,"{""fi"":""Valvomolla tarkoitetaan erillistä rakennuksen, rakennuksen  osan tai niissä tapahtuvan toiminnan turvallisuuden ja sujuvuuden valvontaan käytettävää tilaa. Esimerkiksi turvavalvomo tai prosessivalvomo."",""sv"":""[Svenska]Valvomolla tarkoitetaan erillistä rakennuksen, rakennuksen  osan tai niissä tapahtuvan toiminnan turvallisuuden ja sujuvuuden valvontaan käytettävää tilaa. Esimerkiksi turvavalvomo tai prosessivalvomo."",""en"":""[English]Valvomolla tarkoitetaan erillistä rakennuksen, rakennuksen  osan tai niissä tapahtuvan toiminnan turvallisuuden ja sujuvuuden valvontaan käytettävää tilaa. Esimerkiksi turvavalvomo tai prosessivalvomo.""}"
0706,"{""fi"":""Postinjakelu"",""sv"":""[Svenska]Postinjakelu"",""en"":""[English]Postinjakelu""}","{""fi"":""Onko rakennuksessa postinjakelua?"",""sv"":""[Svenska]Onko rakennuksessa postinjakelua?"",""en"":""[English]Onko rakennuksessa postinjakelua?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0707,"{""fi"":""Arkistotila"",""sv"":""[Svenska]Arkistotila"",""en"":""[English]Arkistotila""}","{""fi"":""Onko rakennuksessa arkistointitiloja?"",""sv"":""[Svenska]Onko rakennuksessa arkistointitiloja?"",""en"":""[English]Onko rakennuksessa arkistointitiloja?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0708,"{""fi"":""Palvelutila"",""sv"":""[Svenska]Palvelutila"",""en"":""[English]Palvelutila""}","{""fi"":""Onko rakennuksessa palvelutilaa?"",""sv"":""[Svenska]Onko rakennuksessa palvelutilaa?"",""en"":""[English]Onko rakennuksessa palvelutilaa?""}",,True,"{""fi"":""Palvelutila on asiakaspalveluun käytettävä tila tai sen osa, esim. palvelupiste."",""sv"":""[Svenska]Palvelutila on asiakaspalveluun käytettävä tila tai sen osa, esim. palvelupiste."",""en"":""[English]Palvelutila on asiakaspalveluun käytettävä tila tai sen osa, esim. palvelupiste.""}"
0800,"{""fi"":""Henkilöstö"",""sv"":""[Svenska]Henkilöstö"",""en"":""[English]Henkilöstö""}","{""fi"":""Onko rakennuksessa henkilöstölle tarkoitettuja tiloja?"",""sv"":""[Svenska]Onko rakennuksessa henkilöstölle tarkoitettuja tiloja?"",""en"":""[English]Onko rakennuksessa henkilöstölle tarkoitettuja tiloja?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0801,"{""fi"":""Taukotila"",""sv"":""[Svenska]Taukotila"",""en"":""[English]Taukotila""}","{""fi"":""Onko rakennuksessa taukotila?"",""sv"":""[Svenska]Onko rakennuksessa taukotila?"",""en"":""[English]Onko rakennuksessa taukotila?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0802,"{""fi"":""Säilytyslokerot"",""sv"":""[Svenska]Säilytyslokerot"",""en"":""[English]Säilytyslokerot""}","{""fi"":""Onko rakennuksessa säilytyslokeroita?"",""sv"":""[Svenska]Onko rakennuksessa säilytyslokeroita?"",""en"":""[English]Onko rakennuksessa säilytyslokeroita?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0900,"{""fi"":""Laitospalvelu"",""sv"":""[Svenska]Laitospalvelu"",""en"":""[English]Laitospalvelu""}","{""fi"":""Onko rakennuksessa laitospalveluun liittyviä tiloja?"",""sv"":""[Svenska]Onko rakennuksessa laitospalveluun liittyviä tiloja?"",""en"":""[English]Onko rakennuksessa laitospalveluun liittyviä tiloja?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0901,"{""fi"":""Huoltohuone"",""sv"":""[Svenska]Huoltohuone"",""en"":""[English]Huoltohuone""}","{""fi"":""Onko rakennuksessa huoltohuonetta?"",""sv"":""[Svenska]Onko rakennuksessa huoltohuonetta?"",""en"":""[English]Onko rakennuksessa huoltohuonetta?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0902,"{""fi"":""Jakelukeittiö"",""sv"":""[Svenska]Jakelukeittiö"",""en"":""[English]Jakelukeittiö""}","{""fi"":""Onko rakennuksessa jakelukeittiötä?"",""sv"":""[Svenska]Onko rakennuksessa jakelukeittiötä?"",""en"":""[English]Onko rakennuksessa jakelukeittiötä?""}",2,True,"{""fi"":""Jakelukeittiö on huonetila, jossa annostellaan muualta kuljetettuja kuumana tai kylminä säilytettäviä ruokia"",""sv"":""[Svenska]Jakelukeittiö on huonetila, jossa annostellaan muualta kuljetettuja kuumana tai kylminä säilytettäviä ruokia"",""en"":""[English]Jakelukeittiö on huonetila, jossa annostellaan muualta kuljetettuja kuumana tai kylminä säilytettäviä ruokia""}"
0903,"{""fi"":""Lääkehuone"",""sv"":""[Svenska]Lääkehuone"",""en"":""[English]Lääkehuone""}","{""fi"":""Onko rakennuksessa lääkehuonetta?"",""sv"":""[Svenska]Onko rakennuksessa lääkehuonetta?"",""en"":""[English]Onko rakennuksessa lääkehuonetta?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0904,"{""fi"":""Tavaran vastaanotto"",""sv"":""[Svenska]Tavaran vastaanotto"",""en"":""[English]Tavaran vastaanotto""}","{""fi"":""Onko rakennuksessa tiloja tavaran vastaanottoon?"",""sv"":""[Svenska]Onko rakennuksessa tiloja tavaran vastaanottoon?"",""en"":""[English]Onko rakennuksessa tiloja tavaran vastaanottoon?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
0905,"{""fi"":""Varastosyvennys"",""sv"":""[Svenska]Varastosyvennys"",""en"":""[English]Varastosyvennys""}","{""fi"":""Onko rakennuksessa varastosyvennystä?"",""sv"":""[Svenska]Onko rakennuksessa varastosyvennystä?"",""en"":""[English]Onko rakennuksessa varastosyvennystä?""}",7,True,"{""fi"":""Varastosyvennykset ovat tyypillisesti laitosten ja liikerakennusten sisäistä logistiikkaa palvelevia käytävä- tms. liikennetilojen lajennuksia."",""sv"":""[Svenska]Varastosyvennykset ovat tyypillisesti laitosten ja liikerakennusten sisäistä logistiikkaa palvelevia käytävä- tms. liikennetilojen lajennuksia."",""en"":""[English]Varastosyvennykset ovat tyypillisesti laitosten ja liikerakennusten sisäistä logistiikkaa palvelevia käytävä- tms. liikennetilojen lajennuksia.""}"
1000,"{""fi"":""Asunto"",""sv"":""[Svenska]Asunto"",""en"":""[English]Asunto""}","{""fi"":""Onko rakennuksessa asuntoihin liittyviä tiloja?"",""sv"":""[Svenska]Onko rakennuksessa asuntoihin liittyviä tiloja?"",""en"":""[English]Onko rakennuksessa asuntoihin liittyviä tiloja?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1001,"{""fi"":""Tupa"",""sv"":""[Svenska]Tupa"",""en"":""[English]Tupa""}","{""fi"":""Onko rakennuksessa tupa?"",""sv"":""[Svenska]Onko rakennuksessa tupa?"",""en"":""[English]Onko rakennuksessa tupa?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1100,"{""fi"":""Varastointi"",""sv"":""[Svenska]Varastointi"",""en"":""[English]Varastointi""}","{""fi"":""Onko rakennuksessa varastotilaa?"",""sv"":""[Svenska]Onko rakennuksessa varastotilaa?"",""en"":""[English]Onko rakennuksessa varastotilaa?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1101,"{""fi"":""Varastohuone, lämmittämätön"",""sv"":""[Svenska]Varastohuone, lämmittämätön"",""en"":""[English]Varastohuone, lämmittämätön""}","{""fi"":""Onko rakennuksessa lämmittämätöntä varastohuonetta"",""sv"":""[Svenska]Onko rakennuksessa lämmittämätöntä varastohuonetta"",""en"":""[English]Onko rakennuksessa lämmittämätöntä varastohuonetta""}",7,True,"{""fi"":""Lämmittömät varastohuoneet ovat yleensä pienehköjä rakennuksen muuta toimintaa palvelevia varastotiloja, esim. pihavarasto tai vaja."",""sv"":""[Svenska]Lämmittömät varastohuoneet ovat yleensä pienehköjä rakennuksen muuta toimintaa palvelevia varastotiloja, esim. pihavarasto tai vaja."",""en"":""[English]Lämmittömät varastohuoneet ovat yleensä pienehköjä rakennuksen muuta toimintaa palvelevia varastotiloja, esim. pihavarasto tai vaja.""}"
1102,"{""fi"":""Kylmävarasto"",""sv"":""[Svenska]Kylmävarasto"",""en"":""[English]Kylmävarasto""}","{""fi"":""Onko rakennuksessa kylmävarastoa?"",""sv"":""[Svenska]Onko rakennuksessa kylmävarastoa?"",""en"":""[English]Onko rakennuksessa kylmävarastoa?""}",7,True,"{""fi"":""Kylmävarastot ovat jäähdytettyjä varastotiloja, joiden lämpötila pidetään pysyvästi yleensä alle 10 ja yli 0 celcius asteen. Esimerkiksi kylmähuone tai viileävarasto."",""sv"":""[Svenska]Kylmävarastot ovat jäähdytettyjä varastotiloja, joiden lämpötila pidetään pysyvästi yleensä alle 10 ja yli 0 celcius asteen. Esimerkiksi kylmähuone tai viileävarasto."",""en"":""[English]Kylmävarastot ovat jäähdytettyjä varastotiloja, joiden lämpötila pidetään pysyvästi yleensä alle 10 ja yli 0 celcius asteen. Esimerkiksi kylmähuone tai viileävarasto.""}"
1103,"{""fi"":""Pakastevarasto"",""sv"":""[Svenska]Pakastevarasto"",""en"":""[English]Pakastevarasto""}","{""fi"":""Onko rakennuksessa pakastevarastoa?"",""sv"":""[Svenska]Onko rakennuksessa pakastevarastoa?"",""en"":""[English]Onko rakennuksessa pakastevarastoa?""}",7,True,"{""fi"":""Pakastevarastot ovat jäähdytettyjä varastotiloja, joiden lämpötila pidetään pysyvästi yleensä alle 18 celcius asteen. Esimerkiksi pakastehuone, pakkashuone, pakastamo."",""sv"":""[Svenska]Pakastevarastot ovat jäähdytettyjä varastotiloja, joiden lämpötila pidetään pysyvästi yleensä alle 18 celcius asteen. Esimerkiksi pakastehuone, pakkashuone, pakastamo."",""en"":""[English]Pakastevarastot ovat jäähdytettyjä varastotiloja, joiden lämpötila pidetään pysyvästi yleensä alle 18 celcius asteen. Esimerkiksi pakastehuone, pakkashuone, pakastamo.""}"
1104,"{""fi"":""Ulkovarasto"",""sv"":""[Svenska]Ulkovarasto"",""en"":""[English]Ulkovarasto""}","{""fi"":""Onko rakennuksessa ulkovarastoa?"",""sv"":""[Svenska]Onko rakennuksessa ulkovarastoa?"",""en"":""[English]Onko rakennuksessa ulkovarastoa?""}",7,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1200,"{""fi"":""Saunominen"",""sv"":""[Svenska]Saunominen"",""en"":""[English]Saunominen""}","{""fi"":""Onko rakennuksessa saunomiseen liittyviä tiloja?"",""sv"":""[Svenska]Onko rakennuksessa saunomiseen liittyviä tiloja?"",""en"":""[English]Onko rakennuksessa saunomiseen liittyviä tiloja?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1300,"{""fi"":""Kauppa"",""sv"":""[Svenska]Kauppa"",""en"":""[English]Kauppa""}","{""fi"":""Onko rakennuksessa kaupankäyntiin liittyviä tiloja?"",""sv"":""[Svenska]Onko rakennuksessa kaupankäyntiin liittyviä tiloja?"",""en"":""[English]Onko rakennuksessa kaupankäyntiin liittyviä tiloja?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1301,"{""fi"":""Kassa-alue"",""sv"":""[Svenska]Kassa-alue"",""en"":""[English]Kassa-alue""}","{""fi"":""Onko rakennuksessa kassa-aluetta?"",""sv"":""[Svenska]Onko rakennuksessa kassa-aluetta?"",""en"":""[English]Onko rakennuksessa kassa-aluetta?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1302,"{""fi"":""Laitetila"",""sv"":""[Svenska]Laitetila"",""en"":""[English]Laitetila""}","{""fi"":""Onko rakennuksessa laitetila?"",""sv"":""[Svenska]Onko rakennuksessa laitetila?"",""en"":""[English]Onko rakennuksessa laitetila?""}",,True,"{""fi"":""Laitetila on rakennuksessa tapahtuvaan toimintaan liittyviä laitteita tai liittyviä erityisiä taloteknisiä järjestelmiä palveleva tila. Esimerkiksi allaslaitetila, ups-laitetila tai generaattorihalli."",""sv"":""[Svenska]Laitetila on rakennuksessa tapahtuvaan toimintaan liittyviä laitteita tai liittyviä erityisiä taloteknisiä järjestelmiä palveleva tila. Esimerkiksi allaslaitetila, ups-laitetila tai generaattorihalli."",""en"":""[English]Laitetila on rakennuksessa tapahtuvaan toimintaan liittyviä laitteita tai liittyviä erityisiä taloteknisiä järjestelmiä palveleva tila. Esimerkiksi allaslaitetila, ups-laitetila tai generaattorihalli.""}"
1303,"{""fi"":""Myyntialue"",""sv"":""[Svenska]Myyntialue"",""en"":""[English]Myyntialue""}","{""fi"":""Onko rakennuksessa myyntialue?"",""sv"":""[Svenska]Onko rakennuksessa myyntialue?"",""en"":""[English]Onko rakennuksessa myyntialue?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1304,"{""fi"":""Varastotila"",""sv"":""[Svenska]Varastotila"",""en"":""[English]Varastotila""}","{""fi"":""Onko rakennuksessa varastotila?"",""sv"":""[Svenska]Onko rakennuksessa varastotila?"",""en"":""[English]Onko rakennuksessa varastotila?""}",7,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1305,"{""fi"":""Palvelupiste"",""sv"":""[Svenska]Palvelupiste"",""en"":""[English]Palvelupiste""}","{""fi"":""Onko rakennuksessa palvelupiste?"",""sv"":""[Svenska]Onko rakennuksessa palvelupiste?"",""en"":""[English]Onko rakennuksessa palvelupiste?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1306,"{""fi"":""Sovitustila"",""sv"":""[Svenska]Sovitustila"",""en"":""[English]Sovitustila""}","{""fi"":""Onko rakennuksessa sovitustiloja?"",""sv"":""[Svenska]Onko rakennuksessa sovitustiloja?"",""en"":""[English]Onko rakennuksessa sovitustiloja?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1307,"{""fi"":""Varastohalli"",""sv"":""[Svenska]Varastohalli"",""en"":""[English]Varastohalli""}","{""fi"":""Onko rakennuksessa varastohalli?"",""sv"":""[Svenska]Onko rakennuksessa varastohalli?"",""en"":""[English]Onko rakennuksessa varastohalli?""}",7,True,"{""fi"":""Varastohallit ovat laajoja yleensä teollisuutta ja logistiikkaa palvelevia tiloja. Varastohallit poikkeavat varastohuoneista yleensä laajuudeltaan, korkeudeltaan ja kantavuudeltaan."",""sv"":""[Svenska]Varastohallit ovat laajoja yleensä teollisuutta ja logistiikkaa palvelevia tiloja. Varastohallit poikkeavat varastohuoneista yleensä laajuudeltaan, korkeudeltaan ja kantavuudeltaan."",""en"":""[English]Varastohallit ovat laajoja yleensä teollisuutta ja logistiikkaa palvelevia tiloja. Varastohallit poikkeavat varastohuoneista yleensä laajuudeltaan, korkeudeltaan ja kantavuudeltaan.""}"
1308,"{""fi"":""Liiketila"",""sv"":""[Svenska]Liiketila"",""en"":""[English]Liiketila""}","{""fi"":""Onko rakennuksessa liiketilaa?"",""sv"":""[Svenska]Onko rakennuksessa liiketilaa?"",""en"":""[English]Onko rakennuksessa liiketilaa?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1400,"{""fi"":""Muu toiminta"",""sv"":""[Svenska]Muu toiminta"",""en"":""[English]Muu toiminta""}","{""fi"":""Onko rakennuksessa muuta toimintaa?"",""sv"":""[Svenska]Onko rakennuksessa muuta toimintaa?"",""en"":""[English]Onko rakennuksessa muuta toimintaa?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1401,"{""fi"":""Valmistuskeittiö"",""sv"":""[Svenska]Valmistuskeittiö"",""en"":""[English]Valmistuskeittiö""}","{""fi"":""Onko rakennuksessa valmistuskeittiö?"",""sv"":""[Svenska]Onko rakennuksessa valmistuskeittiö?"",""en"":""[English]Onko rakennuksessa valmistuskeittiö?""}",2,True,"{""fi"":""Valmistuskeittiö on huonetila, jossa ruuan valmistus tapahtuu paistamalla pannussa, parilalla, uunissa tai uppokeittämällä rasvassa."",""sv"":""[Svenska]Valmistuskeittiö on huonetila, jossa ruuan valmistus tapahtuu paistamalla pannussa, parilalla, uunissa tai uppokeittämällä rasvassa."",""en"":""[English]Valmistuskeittiö on huonetila, jossa ruuan valmistus tapahtuu paistamalla pannussa, parilalla, uunissa tai uppokeittämällä rasvassa.""}"
1402,"{""fi"":""ATK-opetustila"",""sv"":""[Svenska]ATK-opetustila"",""en"":""[English]ATK-opetustila""}","{""fi"":""Onko rakennuksessa ATK-opetustila?"",""sv"":""[Svenska]Onko rakennuksessa ATK-opetustila?"",""en"":""[English]Onko rakennuksessa ATK-opetustila?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1403,"{""fi"":""Kappelisali"",""sv"":""[Svenska]Kappelisali"",""en"":""[English]Kappelisali""}","{""fi"":""Onko rakennuksessa kappelisali?"",""sv"":""[Svenska]Onko rakennuksessa kappelisali?"",""en"":""[English]Onko rakennuksessa kappelisali?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1404,"{""fi"":""Metallityötila"",""sv"":""[Svenska]Metallityötila"",""en"":""[English]Metallityötila""}","{""fi"":""Onko rakennuksessa metallityötilaa?"",""sv"":""[Svenska]Onko rakennuksessa metallityötilaa?"",""en"":""[English]Onko rakennuksessa metallityötilaa?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1405,"{""fi"":""Opetuskeittiö"",""sv"":""[Svenska]Opetuskeittiö"",""en"":""[English]Opetuskeittiö""}","{""fi"":""Onko rakennuksessa opetuskeittiötä?"",""sv"":""[Svenska]Onko rakennuksessa opetuskeittiötä?"",""en"":""[English]Onko rakennuksessa opetuskeittiötä?""}",2,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1406,"{""fi"":""Puutyökonesali"",""sv"":""[Svenska]Puutyökonesali"",""en"":""[English]Puutyökonesali""}","{""fi"":""Onko rakennuksessa puutyökonesalia?"",""sv"":""[Svenska]Onko rakennuksessa puutyökonesalia?"",""en"":""[English]Onko rakennuksessa puutyökonesalia?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1407,"{""fi"":""Sähkötyötila"",""sv"":""[Svenska]Sähkötyötila"",""en"":""[English]Sähkötyötila""}","{""fi"":""Onko rakennuksessa sähkötyötilaa?"",""sv"":""[Svenska]Onko rakennuksessa sähkötyötilaa?"",""en"":""[English]Onko rakennuksessa sähkötyötilaa?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1408,"{""fi"":""Tapaamistila"",""sv"":""[Svenska]Tapaamistila"",""en"":""[English]Tapaamistila""}","{""fi"":""Onko rakennukksessa tapaamistilaa?"",""sv"":""[Svenska]Onko rakennukksessa tapaamistilaa?"",""en"":""[English]Onko rakennukksessa tapaamistilaa?""}",,False,"{""fi"":"""",""sv"":"""",""en"":""""}"
1409,"{""fi"":""Tekstiilityötila"",""sv"":""[Svenska]Tekstiilityötila"",""en"":""[English]Tekstiilityötila""}","{""fi"":""Onko rakennuksessa tekstiilityötilaa?"",""sv"":""[Svenska]Onko rakennuksessa tekstiilityötilaa?"",""en"":""[English]Onko rakennuksessa tekstiilityötilaa?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1500,"{""fi"":""Ravinto"",""sv"":""[Svenska]Ravinto"",""en"":""[English]Ravinto""}","{""fi"":""Onko rakennuksessa ruuan jakeluun liittyviä tiloja?"",""sv"":""[Svenska]Onko rakennuksessa ruuan jakeluun liittyviä tiloja?"",""en"":""[English]Onko rakennuksessa ruuan jakeluun liittyviä tiloja?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1501,"{""fi"":""Baari"",""sv"":""[Svenska]Baari"",""en"":""[English]Baari""}","{""fi"":""Onko rakennuksessa baaria?"",""sv"":""[Svenska]Onko rakennuksessa baaria?"",""en"":""[English]Onko rakennuksessa baaria?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1502,"{""fi"":""Jätekylmiö"",""sv"":""[Svenska]Jätekylmiö"",""en"":""[English]Jätekylmiö""}","{""fi"":""Onko rakennuksessa jätekylmiö?"",""sv"":""[Svenska]Onko rakennuksessa jätekylmiö?"",""en"":""[English]Onko rakennuksessa jätekylmiö?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1503,"{""fi"":""Ravintolasali"",""sv"":""[Svenska]Ravintolasali"",""en"":""[English]Ravintolasali""}","{""fi"":""Onko rakennuksessa ravintolasali?"",""sv"":""[Svenska]Onko rakennuksessa ravintolasali?"",""en"":""[English]Onko rakennuksessa ravintolasali?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1504,"{""fi"":""Vaatetila"",""sv"":""[Svenska]Vaatetila"",""en"":""[English]Vaatetila""}","{""fi"":""Onko rakennuksessa vaatetila?"",""sv"":""[Svenska]Onko rakennuksessa vaatetila?"",""en"":""[English]Onko rakennuksessa vaatetila?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1505,"{""fi"":""Kahvilasali"",""sv"":""[Svenska]Kahvilasali"",""en"":""[English]Kahvilasali""}","{""fi"":""Onko rakennuksessa kahvilasali?"",""sv"":""[Svenska]Onko rakennuksessa kahvilasali?"",""en"":""[English]Onko rakennuksessa kahvilasali?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
1506,"{""fi"":""Astiapalautus"",""sv"":""[Svenska]Astiapalautus"",""en"":""[English]Astiapalautus""}","{""fi"":""Onko rakennuksessa astiapalautustila?"",""sv"":""[Svenska]Onko rakennuksessa astiapalautustila?"",""en"":""[English]Onko rakennuksessa astiapalautustila?""}",,True,"{""fi"":"""",""sv"":"""",""en"":""""}"
